Author,Message
mako__o,Nice .01 loss on s3
dosta8971,<:Kapp:597889397974630403> didnt see it
tucks.,My end was insane
tucks.,It’s so ggd
tucks.,Bro do u see that run tho
dosta8971,<:4Shrug:591696227465166871>
strig1,but it stutters on stage 3 aswell
dosta8971,i think its just go demos with boosts#
dosta8971,i dont think its server
strig1,lol nice laggy server
dosta8971,holy fuck that looks so glitchy
dosta8971,<:POGGERS:733369086511284315> csgo
mako__o,<:poggers:432620023841030144>
mako__o,<@!260064252985999360> insane player https://www.youtube.com/watch?v=95_JUzlxdxY
anjer,2 ping patrick
anjer,this is actually a fun slide map
anjer,<@!260064252985999360> <https://www.twitch.tv/lewly/video/508263754>
weazr,holy fuck that looks so aids
tucks.,https://www.youtube.com/watch?v=qjhWwgtKa2M
mako__o,hitting the headhit ye
tucks.,isnt the end aids
mako__o,aqua is a tucks map
kusche,me no maxvel playa
kusche,i cant think of anything rn
kusche,someone was saying aqua
tucks.,i legit dont know ANY maps
tucks.,you think id like
tucks.,<@!228271221131837440> can u think of any more maxvel ggd maps
tucks.,thx fella
kusche,very good job
kusche,yez it is
tucks.,but its a p hard wr to beat never the less
tucks.,end was a bit of a safe
tucks.,INSANE cp2 flick
tucks.,weird cpr but
tucks.,<@!228271221131837440> yes sirrrrrrrr
kusche,<@!260064252985999360> OMG u wr
tucks.,mad cuz bad
kusche,hit the fkin invisible tube easily...
kusche,tho usually its not tha much spamming
tucks.,true
tucks.,XD
merkycinq,chuckled
kusche,<:PepeLaugh:697133728429768734>
kusche,every stage for me
kusche,u mean
tucks.,ok now u can laugh
tucks.,
tucks.,s2 pre on year3000 be like
tucks.,i have a meme foryou
kusche,<:GWsetmyxPeepoWeird:405337568155009024>
tucks.,<@!228271221131837440>
blink1,keep your pussy juice where it belongs
kusche,dont want a girl to catch a cold u feel me
blink1,hey he doesn't want to get the sheets dirty
kusche,damn right
tucks.,mlady
merkycinq,what a nice gentleman
tucks.,and he passes her a freshly cleaned towel
tucks.,the girl tells him shes wet
tucks.,kusche the type of person to be having sex
merkycinq,get a towel
tucks.,i meant in the vagina
kusche,get a towel
tucks.,im wet
kusche,das me baby
tucks.,<:Kreygasm:668204003162849300>
tucks.,omg former rank 1
Deleted User,was just happy to see u type
kusche,sory my dog type that
Deleted User,damn
tucks.,<a:fortnite:498018661462704128>
kusche,dont fkin omg me if u have nothing to say idiot
tucks.,owned
kusche,omg?
Deleted User,nvm
Deleted User,omg kusche
Deleted User,init
kusche,blimey mate
Deleted User,xd
merkycinq,ow'd u kno im bri-ish mate
tucks.,
kusche,damn das a tight top
merkycinq,copy me
merkycinq,delight
tucks.,delight iirc
kusche,what map called?
kusche,h-h-hi 😳
tucks.,mgiht try this map on css
merkycinq,<@!228271221131837440> giggles said hi
tucks.,<:txcksHead:746913209486671983>
kusche,wats goin on over ere
tucks.,yo al
merkycinq,welcome mate
kusche,sup guys
kusche,hey
merkycinq,<:flushed:694691407050309725>
tucks.,thats giggles forehead
merkycinq,send us a snap of the landing strip
merkycinq,roger
tucks.,<@!473443323076542466>
tucks.,wankin
merkycinq,wheres tuckerman
merkycinq,!!!
merkycinq,i no judge
.giggles,ill screenshare discord for you tho 🙂
dosta8971,me 🙂
merkycinq,understandable
merkycinq,wouldnt want to steal all nykans viewers
royalerino,Me :)
.giggles,nykan live 🙂
merkycinq,<@!130153844696023040> <@!260064252985999360> which 1 of u gonna stream for me :)
strig1,^ +1
careful_,<:pokiKona:670995051651923989>
careful_,A and D then move mouse
Deleted User,i need help on summit bonus 2
flam__,<:POGGIES:603616558392147972>
ben_boo,HOW
granis,port soon™ <:txcksPoggersHow:705466556296986634>
granis,https://streamable.com/58f5xm blackheart confirmed possible on go
Deleted User,didnt find it
marble._,escape is such a shit map
granis,it escaped the map pool
erksterr,surfheaven doesnt have escape
tucks.,<@456226577798135808> just use surfheaven.eu website
Deleted User,whats the wr for surf escape final on 64 tick?
merkycinq,Bl @otter
merkycinq,Sam said it ain’t getting added to ksf
careful_,the most aids thing in surf soon
turtlee42,wtf did i just watch
turtlee42,otter map cant be good
mako__o,@otter
dosta8971,<:PepeLaugh:540053796995465217>
Deleted User,ok
dosta8971,lol
dosta8971,thats such dogshit
Deleted User,many spin much cool
Deleted User,nice epic cool!
tucks.,https://www.youtube.com/watch?v=HULCkzea3O4
Deleted User,+00:00:01 and im still 919th place
Deleted User,wtf is this
ben_boo,<@260064252985999360> omg where is he thts amazing
dosta8971,<:LULW:597892008735932416>
dosta8971,abomination
dosta8971,my god
tucks.,mason needs to know.
tucks.,<@!158683590811451392>
tucks.,https://betterttv.com/emotes/58e5c5dcf3ef4c75c9c6f164
tucks.,
tucks.,<@!466005959748091918>
dosta8971,<a:PeepoSmashWeeb:704348750134640650>
tucks.,
dosta8971,<:LULW:597892008735932416>
dosta8971,levi emote
dosta8971,my god
tucks.,widehardo dunking on 4hoop
dosta8971,xd
dosta8971,or this
dosta8971,https://betterttv.com/emotes/5f296c786f37824466022afd
tucks.,did u not like
tucks.,very hyper
dosta8971,oh the hyper
tucks.,
dosta8971,wtf
dosta8971,doesnt move
tucks.,hn
tucks.,for my hardcore streams
tucks.,i need this
dosta8971,you dont listen to enough hardbass tho
dosta8971,<:LULW:597892008735932416>
tucks.,fine by me
dosta8971,<@!260064252985999360> petition to add this https://betterttv.com/emotes/5f3423c53212445d6fb3f3c4
granis,no me :)
dosta8971,i will get it 🙂
granis,getting past cp1 is one in a million tho
granis,ye boi
ben_boo,Shodan?
marble._,<:PogU:727893835883085834> ❓
tucks.,i will 🙂
granis,thats the gg run noone will ever get
granis,
tucks.,nice
granis,<@!161850874136625152>
dosta8971,WTF IS HAPPERNING
dosta8971,DUDE
dosta8971,<@!176413224139227136> <:txcksPogO:743878206674698240>
royalerino,<@!176413224139227136> <:txcksPogO:743878206674698240>
weazr,<@!176413224139227136> <:txcksPogO:743878206674698240>
dosta8971,<@!176413224139227136> <:pogO:675661560449859631>
weazr,
royalerino,
tucks.,📈
tucks.,
strig1,<a:PepeLaugh:692930457792151552>
tucks.,
weazr,
dosta8971,
strig1,
dosta8971,HAHAHA
strig1,sorry my bad
dosta8971,STOP
dosta8971,BITCOIN MINERS
dosta8971,HELLO
dosta8971,stop ddos whoever
tucks.,XD
owie5348,<@!260064252985999360>
loveafterlove,<:txcksPogO:743878206674698240>
loveafterlove,kloakk
loveafterlove,hm
dosta8971,<:PepeLaugh:540053796995465217>
tucks.,unlucko
tucks.,<:PepeLaugh:697133728429768734>
granis,no upload for you
badman0,-0.06 on last cp
badman0,kloakk
tucks.,<@!295255843740450816> map?
badman0,"◆ DARKSOULSBOSS finished in 00:47.65 (WR +00:00.00)
◆ DARKSOULSBOSS improved with (-00:00.17) Rank 2/1006 <@!260064252985999360> BRO I TROLLED END"
granis,Shodan b10 v2 Pog
ykdan,https://www.twitch.tv/itsasteral/clip/FastMiniatureAubergineMoreCowbell
dosta8971,wtf im not in
kusche,wtf lol
granis,Finished in 00:42.078 pog
strig1,<:pog:557604658777161760> transitions
granis,check it out https://youtu.be/msHkGupb3RI
skullgamer84,US
afonsowo,south americanos?
afonsowo,<@218023354488061952> on the road
careful_,<:pokiClout:670995056869769247>
skullgamer84,<@!299129908620427265>
el__magnifico,<:TriEasy:697131431696138420>
skullgamer84,mans too high profile rn innit gotta hand the srs to the yutes
tucks.,<@!218023354488061952> u dont kno man like dat styll
skullgamer84,nvm map change didn't want you to anyways
skullgamer84,<@!260064252985999360> come beat this cyberwave sr pls
mako__o,yes u 🙂
granis,not me 🙂
tucks.,no me 🙂
mako__o,im in this 🙂
tucks.,https://www.youtube.com/watch?v=AbX4gePHIcU
hermes7788,ez4tucks
arxxy,
tucks.,i meant to wr depths
tucks.,<@!228271221131837440> o shit ye gj
kusche,i got a wr today :)!
kusche,wat am i gna do
tucks.,<@!228271221131837440> ur turn now
kusche,gj tucker
tucks.,copyright <a:DansVomit:610253874825134140>
tucks.,ye lol
granis,entire clip muted <:PepeHands:547215106904162327>
tucks.,<@!377492713743843339> LOL in the clip u lost al ur points
tucks.,https://www.twitch.tv/videos/688359936
arxxy,Insane
skullgamer84,
arxxy,What map <@260064252985999360>
zupsic,no <:FeelsMan:650120450411855872>
tucks.,<@!226382117276352522> still drunkj?
zupsic,"you got it tucks, i believe in u <:OkayChamp:509161305932824576>"
tucks.,need spec pressure
tucks.,fuck this going live
granis,"going maxvel on end, still slower than wr <:GWnatesnowSad:388110391928029216>"
djfish,u kissin walls lol
djfish,-159?
djfish,i dont get how ur doing this lol
tucks.,NOW im tilted
tucks.,
granis,television tuckerman has quite a ring to it ngl
granis,🏄
djfish,keep grindin big man
tucks.,slightly mad
tucks.,
